6,8,10,12,14,16,18,20,22,24,26,28
25.9375,28.0625,26.9375,27.3125,29.0,29.375,28.5625,32.375,30.0625,24.625,28.25,31.5
23.25,27.0,27.5,25.75,27.25,26.5,22.0,28.75,27.75,26.75,28.25,26.75
