0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
1,1,-0.47051757969999997,2,24.0268515219,3,4.936001113500001,4,15.342058695999999,5,-0.0030291521000000003,6,0.2289344495,7,479.09213939309996,8,4.9163105837,9,73.7207639451,10,0.0014769964,11,-0.27839185850000003,12,310.3119916789,13,4.981995448999999,14,80.89228347619999,15,-0.0017960765,16,-0.47051757969999997,17,24.0268515219,18,4.936001113500001,19,15.342058695999999,20,-0.0030291521000000003,21,-0.1724168498,22,0.8351192688,23,-0.2111099256,24,0.2102640778,25,-0.3446633543,26,-0.4539139803,27,0.11,28,0.0166719594,29,0,30,1
0,1,0.6957850503,2,41.2484756915,3,4.9068662319,4,2.7949521022000003,5,0.0045245718,6,-2.5182960843,7,36.083049641799995,8,4.9142342004,9,8.3970144152,10,-0.016352572,11,0.3421970877,12,149.2245203754,13,4.8904663082,14,23.4823028869,15,0.0022220589999999998,16,0.6957850503,17,41.2484756915,18,4.9068662319,19,2.7949521022000003,20,0.0045245718,21,0.0701541292,22,0.1683062879,23,0.014130060600000001,24,0.46602146060000005,25,-0.059188687999999996,26,0.11299113470000001,27,0.01,28,0.029776026,29,910,30,4
0,1,0.042429784400000004,2,0.8097050545000001,3,4.8253571733,4,19.820115194,5,0.0002801857,6,-0.032350126,7,0.6143275485999999,8,4.8061040838,9,25.0122879045,10,-0.00020871049999999998,11,0.024604855499999998,12,0.6254847799000001,13,4.8039740948,14,31.35230658,15,0.000158741,16,0.042429784400000004,17,0.8097050545000001,18,4.8253571733,19,19.820115194,20,0.0002801857,21,0.18352293120000002,22,-0.025808394,23,0.0359566133,24,0.1568868875,25,0.0419382675,26,0.0233759583,27,0.01,28,0.0262454934,29,0,30,0
0,1,0.2145318696,2,0.6877005959999999,3,4.852646792,4,3.0189857406000002,5,0.0014086985,6,-0.1058822012,7,0.7155639186,8,4.8029741707,9,8.8355249892,10,-0.0006920405000000001,11,0.1644087271,12,0.6127996059,13,4.839032047,14,3.9791551455,15,0.0010745668,16,0.2145318696,17,0.6877005959999999,18,4.852646792,19,3.0189857406000002,20,0.0014086985,21,-0.37246251700000005,22,0.0550680257,23,0.07800661240000001,24,0.2569589143,25,-0.31345332670000003,26,-0.0096927048,27,0.0,28,0.025376870299999996,29,0,30,0
1,1,-0.4464675062,2,1.5744799431,3,4.820074897,4,4.073216535,5,-0.0028739903999999996,6,-0.2453504621,7,0.6073985892,8,4.8048222975,9,3.9571307942000002,10,-0.0015829061999999999,11,0.024443689900000003,12,0.8117145768999999,13,4.7807193931,14,35.9573998189,15,0.00015770120000000001,16,-0.4464675062,17,1.5744799431,18,4.820074897,19,4.073216535,20,-0.0028739903999999996,21,-0.0011118856,22,0.11668734160000001,23,-0.2454594435,24,-0.16299857,25,-0.0029643684000000003,26,0.1224674684,27,0.01,28,0.0101432761,29,0,30,0
0,1,-0.0351073568,2,0.5467891971,3,4.825983426700001,4,22.419112183200003,5,-0.0002229304,6,0.34862405409999997,7,0.6160191232,8,4.8529425914,9,1.4674097474,10,0.0022785886,11,0.2221842273,12,0.7143230728,13,4.8780935308,14,2.9594359362000002,15,0.0014521845000000002,16,-0.0351073568,17,0.5467891971,18,4.825983426700001,19,22.419112183200003,20,-0.0002229304,21,0.1847623379,22,0.093872761,23,-0.1825300399,24,0.0771161494,25,0.3193812966,26,0.18692794780000002,27,0.0,28,0.0124689444,29,392837,30,2
0,1,-0.0949704408,2,0.8483700191,3,4.836635617200001,4,10.7230379603,5,-0.0006141924,6,-0.232973866,7,0.5831624143,8,4.7976677965,9,4.0427184238,10,-0.001522705,11,-0.0187835368,12,0.62834912,13,4.8126827569,14,42.993801658500004,15,-0.0001227682,16,-0.0949704408,17,0.8483700191,18,4.836635617200001,19,10.7230379603,20,-0.0006141924,21,0.2523731104,22,-0.026838672200000004,23,-0.0114381909,24,0.0386176631,25,-0.0810989575,26,-0.2104886966,27,0.0,28,0.0112921002,29,0,30,0
0,1,-0.5612842314,2,1.3690227294,3,4.892337165,4,3.2608018581000002,5,-0.0036382158,6,-0.1996084877,7,0.6704567057999999,8,4.8288436218,9,4.9218648169999994,10,-0.0012961589999999999,11,0.026174586099999998,12,0.5036263397,13,4.8137976408,14,26.403251687199997,15,0.0001699648,16,-0.5612842314,17,1.3690227294,18,4.892337165,19,3.2608018581000002,20,-0.0036382158,21,0.17420610109999998,22,-0.0904873202,23,0.11504821609999999,24,-0.6037123125,25,-0.2169288552,26,-0.1043812442,27,0.0,28,0.0110025592,29,0,30,0
0,1,-0.2033039075,2,0.5105936266,3,4.788223861700001,4,4.2477604697,5,-0.0013136682000000001,6,-0.435763312,7,0.5447647922,8,4.8860581273,9,2.4346003812,10,-0.0028296319,11,-0.06805985860000001,12,0.5920219722,13,4.8059319394,14,12.0749264757,15,-0.00044194709999999997,16,-0.2033039075,17,0.5105936266,18,4.788223861700001,19,4.2477604697,20,-0.0013136682000000001,21,0.2439834307,22,-0.1932772552,23,0.1000555725,24,-0.21434043100000003,25,-0.39751757649999997,26,0.0623383971,27,0.0,28,0.0121233632,29,0,30,0
0,1,0.12765565869999998,2,0.4618591779,3,4.7911828532,4,4.603300629,5,0.0008354199000000001,6,-0.1157810143,7,0.46921162520000004,8,4.8356159913,9,6.6018595714999995,10,-0.0007518248,11,0.23173719269999998,12,0.7452473159999999,13,4.8306444702,14,2.8626343989999996,15,0.001504787,16,0.12765565869999998,17,0.4618591779,18,4.7911828532,19,4.603300629,20,0.0008354199000000001,21,0.0003167679,22,-0.2740391044,23,0.065609485,24,0.0672120722,25,-0.18952132719999998,26,0.2131567673,27,0.0,28,0.011506921000000002,29,0,30,0
