0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.0,0.6957850503,41.2484756915,4.9068662319,2.7949521022000003,0.0045245718,-2.5182960843,36.083049641799995,4.9142342004,8.3970144152,-0.016352572,0.3421970877,149.2245203754,4.8904663082,23.4823028869,0.002222059,0.6957850503,41.2484756915,4.9068662319,2.7949521022000003,0.0045245718,0.0701541292,0.1683062879,0.0141300606,0.4660214606000001,-0.059188688,0.1129911347,0.01,0.029776026,910.0,4.0
0.0,0.0424297844,0.8097050545000001,4.8253571733,19.820115194,0.0002801857,-0.032350126,0.6143275485999999,4.8061040838,25.0122879045,-0.0002087105,0.0246048555,0.6254847799000001,4.8039740948,31.35230658,0.000158741,0.0424297844,0.8097050545000001,4.8253571733,19.820115194,0.0002801857,0.1835229312,-0.025808394,0.0359566133,0.1568868875,0.0419382675,0.0233759583,0.01,0.0262454934,0.0,0.0
0.0,0.2145318696,0.6877005959999999,4.852646792,3.0189857406,0.0014086985,-0.1058822012,0.7155639186,4.8029741707,8.8355249892,-0.0006920405000000001,0.1644087271,0.6127996059,4.839032047,3.9791551455,0.0010745668,0.2145318696,0.6877005959999999,4.852646792,3.0189857406,0.0014086985,-0.3724625170000001,0.0550680257,0.07800661240000001,0.2569589143,-0.31345332670000003,-0.0096927048,0.0,0.0253768703,0.0,0.0
0.0,-0.0351073568,0.5467891971,4.825983426700001,22.419112183200003,-0.0002229304,0.3486240541,0.6160191232,4.8529425914,1.4674097474,0.0022785886,0.2221842273,0.7143230728,4.8780935308,2.9594359362,0.0014521845000000002,-0.0351073568,0.5467891971,4.825983426700001,22.419112183200003,-0.0002229304,0.1847623379,0.093872761,-0.1825300399,0.0771161494,0.3193812966,0.1869279478,0.0,0.0124689444,392837.0,2.0
0.0,-0.0949704408,0.8483700191,4.836635617200001,10.7230379603,-0.0006141924,-0.232973866,0.5831624143,4.7976677965,4.0427184238,-0.001522705,-0.0187835368,0.62834912,4.8126827569,42.993801658500004,-0.0001227682,-0.0949704408,0.8483700191,4.836635617200001,10.7230379603,-0.0006141924,0.2523731104,-0.026838672200000004,-0.0114381909,0.0386176631,-0.0810989575,-0.2104886966,0.0,0.0112921002,0.0,0.0
0.0,-0.5612842314,1.3690227294,4.892337165,3.2608018581,-0.0036382158,-0.1996084877,0.6704567057999999,4.8288436218,4.921864817,-0.001296159,0.0261745861,0.5036263397,4.8137976408,26.403251687199997,0.0001699648,-0.5612842314,1.3690227294,4.892337165,3.2608018581,-0.0036382158,0.17420610109999998,-0.0904873202,0.1150482161,-0.6037123125,-0.2169288552,-0.1043812442,0.0,0.0110025592,0.0,0.0
0.0,-0.2033039075,0.5105936266,4.788223861700001,4.2477604697,-0.0013136682,-0.435763312,0.5447647922,4.8860581273,2.4346003812,-0.0028296319,-0.06805985860000001,0.5920219722,4.8059319394,12.0749264757,-0.0004419471,-0.2033039075,0.5105936266,4.788223861700001,4.2477604697,-0.0013136682,0.2439834307,-0.1932772552,0.1000555725,-0.21434043100000005,-0.3975175765,0.0623383971,0.0,0.0121233632,0.0,0.0
0.0,0.12765565869999998,0.4618591779,4.7911828532,4.603300629,0.0008354199000000001,-0.1157810143,0.4692116252,4.8356159913,6.6018595715,-0.0007518248,0.2317371927,0.7452473159999999,4.8306444702,2.862634399,0.001504787,0.12765565869999998,0.4618591779,4.7911828532,4.603300629,0.0008354199000000001,0.0003167679,-0.2740391044,0.065609485,0.0672120722,-0.1895213272,0.2131567673,0.0,0.011506921000000002,0.0,0.0
0.0,0.0544745549,0.5904614328,4.8326776658,13.0837134555,0.0003625723,-0.2489311735,0.5038496029,4.8686429112,3.5627403633,-0.0016270011,-0.5895518783,0.9058144059,4.8273005914,2.5693083482,-0.0038532803,0.0544745549,0.5904614328,4.8326776658,13.0837134555,0.0003625723,0.1297926466,0.0965060697,-0.1065169331,-0.0350420372,-0.1870820823,-0.3643959104,0.0,0.013496348,0.0,0.0
0.0,-0.0103570464,0.5947723927,4.8127262403,83.1832165526,-6.11637019607844e-05,0.8261744309000001,1.0528136548,4.8867949601,0.2163418308,0.0053998329,-0.2724809453,0.8486851429000001,4.8490040902,4.3034086326,-0.0017809212,-0.0103570464,0.5947723927,4.8127262403,83.1832165526,-6.11637019607844e-05,-0.29262190120000003,-0.1501137424,-0.105334421,-0.171300717,0.6361395746,-0.1877936101,0.0,0.0117404218,0.0,0.0
